TABLE_NAME,COLUMN_NAME,DATA_TYPE,MAX_LENGTH,PRECISION,SCALE,IS_NULLABLE,COLUMN_ORDER,ROW_COUNT
collection_metadata,oqs_maximum_size_mb,TEXT,255,,,0,5,1
collection_metadata,collection_active,BOOLEAN,,,,0,6,1
collection_metadata,execution_threshold,TEXT,255,,,0,7,1
collection_metadata,data_cleanup_active,BOOLEAN,,,,0,8,1
collection_metadata,data_cleanup_threshold,TEXT,255,,,0,9,1
collection_metadata,data_cleanup_throttle,TEXT,255,,,0,10,1
dealloc_1702,ChartId,FLOAT,,,,1,1,0
dealloc_1702,Client Key,TEXT,127,,,1,2,0
dealloc_1702,Client,TEXT,127,,,1,3,0
dealloc_1702,Project Key,TEXT,127,,,1,4,0
dealloc_1702,Project,TEXT,127,,,1,5,0
dealloc_1702,Queue,TEXT,127,,,1,6,0
dealloc_1702,ClientMarket,TEXT,127,,,1,7,0
dealloc_1702,Reference,TEXT,127,,,1,8,0
dealloc_1702,GMPI,TEXT,127,,,1,9,0
dealloc_1702,Imported date,TIMESTAMP_NTZ,,,,1,10,0
dealloc_1702,ReceivedDate,TIMESTAMP_NTZ,,,,1,11,0
dealloc_1702,OverallStatus,TEXT,127,,,1,12,0
dealloc_1702,#Encounters,FLOAT,,,,1,13,0
dealloc_1702,L1StartDate,TIMESTAMP_NTZ,,,,1,14,0
dealloc_1702,L1EndDate,TIMESTAMP_NTZ,,,,1,15,0
dealloc_1702,L1TimeTaken,FLOAT,,,,1,16,0
dealloc_1702,L1Resource,TEXT,127,,,1,17,0
dealloc_1702,L1StatusComment,TEXT,127,,,1,18,0
dealloc_1702,L1NumberOfDxCodes,FLOAT,,,,1,19,0
dealloc_1702,L2StartDate,TIMESTAMP_NTZ,,,,1,20,0
dealloc_1702,L2EndDate,TIMESTAMP_NTZ,,,,1,21,0
dealloc_1702,L2TimeTaken,FLOAT,,,,1,22,0
dealloc_1702,L2Resource,TEXT,127,,,1,23,0
dealloc_1702,L2StatusComment,TEXT,127,,,1,24,0
dealloc_1702,L2NumberOfDxCodes,FLOAT,,,,1,25,0
dealloc_1702,L2AuditCount,FLOAT,,,,1,26,0
dealloc_1702,L2AdminAuditCount,FLOAT,,,,1,27,0
dealloc_1702,L3StartDate,TEXT,127,,,1,28,0
dealloc_1702,L3EndDate,TEXT,127,,,1,29,0
dealloc_1702,L3TimeTaken,TEXT,127,,,1,30,0
dealloc_1702,L3Resource,TEXT,127,,,1,31,0
dealloc_1702,L3StatusComment,TEXT,127,,,1,32,0
dealloc_1702,L3NumberOfDxCodes,TEXT,127,,,1,33,0
dealloc_1702,L3AuditCount,FLOAT,,,,1,34,0
dealloc_1702,L3AdminAuditCount,FLOAT,,,,1,35,0
dealloc_1702,AuditCount,FLOAT,,,,1,36,0
dealloc_1702,L1StickyNotes,TEXT,127,,,1,37,0
dealloc_1702,L2StickyNotes,TEXT,127,,,1,38,0
dealloc_1702,L3StickyNotes,TEXT,127,,,1,39,0
dealloc_1702,Page,TEXT,127,,,1,40,0
dealloc_1702,Specialty,TEXT,127,,,1,41,0
dealloc_1702,Complexity,TEXT,127,,,1,42,0
dealloc_1702,Clinic,TEXT,127,,,1,43,0
dealloc_170224,Id,TEXT,255,,,0,1,0
dealloc_170224,ClientProjectId,NUMBER,,38,0,0,2,0
dealloc_170224,ClientMarket,TEXT,512,,,1,3,0
dealloc_170224,ReceivedDate,TIMESTAMP_NTZ,,,,0,4,0
dealloc_170224,ClientReference,TEXT,40,,,1,5,0
dealloc_170224,FileName,TEXT,512,,,0,6,0
dealloc_170224,NoOfPages,NUMBER,,38,0,1,7,0
dealloc_170224,OverallStatus,TEXT,512,,,1,8,0
dealloc_170224,UploadedDate,TIMESTAMP_NTZ,,,,0,9,0
dealloc_170224,UploadedBy,TEXT,255,,,0,10,0
dealloc_170224,Page,TEXT,10,,,1,11,0
dealloc_170224,Specialty,TEXT,255,,,1,12,0
dealloc_170224,Complexity,TEXT,255,,,1,13,0
dealloc_170224,Clinic,TEXT,255,,,1,14,0
dealloc_170224,NEWID,TEXT,36,,,1,15,0
dealloc_170224,Billing_Type,TEXT,250,,,1,16,0
dealloc_170224,Price_Per_Chart,NUMBER,,9,2,1,17,0
dealloc_170224,Invoice,TEXT,50,,,1,18,0
dealloc_170224,Invoice_Date,TEXT,255,,,1,19,0
dealloc_170224,Invoice_Comments,TEXT,250,,,1,20,0
dealloc_170224,EmeraldBarcode,TEXT,255,,,1,21,0
dealloc_170224,ChartType,TEXT,255,,,1,22,0
dealloc_170224,LastModifiedDate,TEXT,255,,,1,23,0
dealloc_170224,PriorityOrder,TEXT,255,,,1,24,0
deletedcharts_1702,ClientKey,TEXT,20,,,0,1,0
deletedcharts_1702,Client,TEXT,255,,,0,2,0
deletedcharts_1702,ProjectKey,TEXT,20,,,0,3,0
deletedcharts_1702,Project,TEXT,255,,,0,4,0
deletedcharts_1702,ChartId,TEXT,255,,,0,5,0
deletedcharts_1702,OverallStatus,TEXT,512,,,0,6,0
deletedcharts_1702,DeletedDate,TIMESTAMP_NTZ,,,,0,7,0
deletedcharts_1702,Uploadedby,TEXT,100,,,1,8,0
deletedcharts_1702,ClientReference,TEXT,30,,,1,9,0
deletedcharts_1702,FileName,TEXT,512,,,1,10,0
deletedcharts_1702,ReceivedDate,TIMESTAMP_NTZ,,,,1,11,0
deletedcharts_1702,ClientProjectId,NUMBER,,38,0,1,12,0
epi_refresh_results,ChartId,TEXT,255,,,0,1,0
epi_refresh_results,ClientKey,TEXT,20,,,1,2,0
epi_refresh_results,Client,TEXT,255,,,1,3,0
epi_refresh_results,ProjectKey,TEXT,20,,,1,4,0
epi_refresh_results,Project,TEXT,255,,,1,5,0
epi_refresh_results,ClientMarket,TEXT,512,,,1,6,0
epi_refresh_results,ClientReference,TEXT,40,,,1,7,0
epi_refresh_results,Filename,TEXT,512,,,0,8,0
epi_refresh_results,UploadedDate,TIMESTAMP_NTZ,,,,0,9,0
epi_refresh_results,ReceivedDate,TIMESTAMP_NTZ,,,,0,10,0
epi_refresh_results,OverallStatus,TEXT,512,,,1,11,0
epi_refresh_results,NoOfEncounters,NUMBER,,38,0,1,12,0
epi_refresh_results,L1StartDate,TIMESTAMP_NTZ,,,,1,13,0
epi_refresh_results,L1EndDate,TIMESTAMP_NTZ,,,,1,14,0
epi_refresh_results,L1TimeTaken,NUMBER,,38,0,1,15,0
epi_refresh_results,L1FirstName,TEXT,255,,,1,16,0
epi_refresh_results,L1LastName,TEXT,255,,,1,17,0
epi_refresh_results,L1UserName,TEXT,128,,,1,18,0
epi_refresh_results,L1StatusComment,TEXT,16777216,,,1,19,0
epi_refresh_results,L1NumberOfDxCodes,NUMBER,,38,0,1,20,0
epi_refresh_results,L2StartDate,TIMESTAMP_NTZ,,,,1,21,0
epi_refresh_results,L2EndDate,TIMESTAMP_NTZ,,,,1,22,0
epi_refresh_results,L2TimeTaken,NUMBER,,38,0,1,23,0
epi_refresh_results,L2FirstName,TEXT,255,,,1,24,0
epi_refresh_results,L2LastName,TEXT,255,,,1,25,0
epi_refresh_results,L2UserName,TEXT,128,,,1,26,0
epi_refresh_results,L2StatusComment,TEXT,16777216,,,1,27,0
epi_refresh_results,L2NumberOfDxCodes,NUMBER,,38,0,1,28,0
epi_refresh_results,L3StartDate,TIMESTAMP_NTZ,,,,1,29,0
epi_refresh_results,L3EndDate,TIMESTAMP_NTZ,,,,1,30,0
epi_refresh_results,L3TimeTaken,NUMBER,,38,0,1,31,0
epi_refresh_results,L3FirstName,TEXT,255,,,1,32,0
epi_refresh_results,L3LastName,TEXT,255,,,1,33,0
epi_refresh_results,L3UserName,TEXT,128,,,1,34,0
epi_refresh_results,L3StatusComment,TEXT,16777216,,,1,35,0
epi_refresh_results,L3NumberOfDxCodes,NUMBER,,38,0,1,36,0
epi_refresh_results,AuditCount,NUMBER,,38,0,1,37,0
epi_refresh_results,L1CompletionDate,TIMESTAMP_NTZ,,,,1,38,0
epi_refresh_results,L1InvalidDate,TIMESTAMP_NTZ,,,,1,39,0
epi_refresh_results,L1HoldDate,TIMESTAMP_NTZ,,,,1,40,0
epi_refresh_results,L2CompletionDate,TIMESTAMP_NTZ,,,,1,41,0
epi_refresh_results,L2InvalidDate,TIMESTAMP_NTZ,,,,1,42,0
epi_refresh_results,L2HoldDate,TIMESTAMP_NTZ,,,,1,43,0
epi_refresh_results,L3CompletionDate,TIMESTAMP_NTZ,,,,1,44,0
epi_refresh_results,L3InvalidDate,TIMESTAMP_NTZ,,,,1,45,0
epi_refresh_results,L3HoldDate,TIMESTAMP_NTZ,,,,1,46,0
epi_refresh_results,L1ProductionTimeCount,NUMBER,,38,0,1,47,0
epi_refresh_results,L2ProductionTimeCount,NUMBER,,38,0,1,48,0
epi_refresh_results,L3ProductionTimeCount,NUMBER,,38,0,1,49,0
eps_stagechartinfocombined_19032025,id,NUMBER,,38,0,0,1,0
eps_stagechartinfocombined_19032025,ClientProjectId,NUMBER,,38,0,1,2,0
eps_stagechartinfocombined_19032025,filenameeps,TEXT,512,,,0,3,0
eps_stagechartinfocombined_19032025,pageeps,TEXT,10,,,1,4,0
eps_stagechartinfocombined_19032025,Specialty,TEXT,255,,,1,5,0
eps_stagechartinfocombined_19032025,chartid,TEXT,255,,,1,6,0
eps_stagechartinfocombined_19032025,OverallStatus,TEXT,512,,,1,7,0
eps_stagechartinfocombined_19032025,chartpage,TEXT,10,,,1,8,0
excluded_queries,query_id,NUMBER,,38,0,0,1,0
fullRefresh_20190130,ChartId,TEXT,255,,,0,1,0
fullRefresh_20190130,Client,TEXT,255,,,1,2,0
fullRefresh_20190130,Project,TEXT,255,,,1,3,0
fullRefresh_20190130,ClientMarket,TEXT,512,,,1,4,0
fullRefresh_20190130,UploadedDate,TIMESTAMP_NTZ,,,,0,5,0
fullRefresh_20190130,ReceivedDate,TIMESTAMP_NTZ,,,,0,6,0
fullRefresh_20190130,OverallStatus,TEXT,512,,,1,7,0
fullRefresh_20190130,L1StartDate,TIMESTAMP_NTZ,,,,1,8,0
fullRefresh_20190130,L1EndDate,TIMESTAMP_NTZ,,,,1,9,0
fullRefresh_20190130,L1TimeTaken,NUMBER,,38,0,1,10,0
fullRefresh_20190130,L1FirstName,TEXT,255,,,1,11,0
fullRefresh_20190130,L1LastName,TEXT,255,,,1,12,0
fullRefresh_20190130,L1UserName,TEXT,128,,,1,13,0
fullRefresh_20190130,L1NumberOfDxCodes,NUMBER,,38,0,1,14,0
fullRefresh_20190130,L2StartDate,TIMESTAMP_NTZ,,,,1,15,0
fullRefresh_20190130,L2EndDate,TIMESTAMP_NTZ,,,,1,16,0
fullRefresh_20190130,L2TimeTaken,NUMBER,,38,0,1,17,0
fullRefresh_20190130,L2FirstName,TEXT,255,,,1,18,0
fullRefresh_20190130,L2LastName,TEXT,255,,,1,19,0
fullRefresh_20190130,L2UserName,TEXT,128,,,1,20,0
fullRefresh_20190130,L2NumberOfDxCodes,NUMBER,,38,0,1,21,0
fullRefresh_20190130,L3StartDate,TIMESTAMP_NTZ,,,,1,22,0
fullRefresh_20190130,L3EndDate,TIMESTAMP_NTZ,,,,1,23,0
fullRefresh_20190130,L3TimeTaken,NUMBER,,38,0,1,24,0
fullRefresh_20190130,L3FirstName,TEXT,255,,,1,25,0
fullRefresh_20190130,L3LastName,TEXT,255,,,1,26,0
fullRefresh_20190130,L3UserName,TEXT,128,,,1,27,0
fullRefresh_20190130,L3NumberOfDxCodes,NUMBER,,38,0,1,28,0
fullRefresh_20190130,AuditCount,NUMBER,,38,0,1,29,0
fullRefresh_20190130,L1CompletionDate,TIMESTAMP_NTZ,,,,1,30,0
fullRefresh_20190130,L1InvalidDate,TIMESTAMP_NTZ,,,,1,31,0
fullRefresh_20190130,L1HoldDate,TIMESTAMP_NTZ,,,,1,32,0
fullRefresh_20190130,L2CompletionDate,TIMESTAMP_NTZ,,,,1,33,0
fullRefresh_20190130,L2InvalidDate,TIMESTAMP_NTZ,,,,1,34,0
fullRefresh_20190130,L2HoldDate,TIMESTAMP_NTZ,,,,1,35,0
fullRefresh_20190130,L3CompletionDate,TIMESTAMP_NTZ,,,,1,36,0
fullRefresh_20190130,L3InvalidDate,TIMESTAMP_NTZ,,,,1,37,0
fullRefresh_20190130,L3HoldDate,TIMESTAMP_NTZ,,,,1,38,0
fullRefresh_20190130,AuditErrorCount,NUMBER,,38,0,1,39,0
fullRefresh_20190130,NoOfEncounters,NUMBER,,38,0,1,40,0
fullRefresh_20190130,ClientKey,TEXT,20,,,1,41,0
fullRefresh_20190130,ProjectKey,TEXT,20,,,1,42,0
intervals,interval_id,NUMBER,,38,0,0,1,0
intervals,interval_start,TIMESTAMP_NTZ,,,,1,2,0
intervals,interval_end,TIMESTAMP_NTZ,,,,1,3,0
inv_temp,ProjectKey,FLOAT,,,,1,1,0
inv_temp,Queue,TEXT,127,,,1,2,0
inv_temp,ClientReference,TEXT,16777216,,,1,3,0
inv_temp,FileName,TEXT,127,,,1,4,0
inv_temp,Billing_Type,TEXT,127,,,1,5,0
inv_temp,Price_Per_Chart,FLOAT,,,,1,6,0
inv_temp,Invoice_No,TEXT,16777216,,,1,7,0
inv_temp,Invoice_Date,TIMESTAMP_NTZ,,,,1,8,0
inv_temp,Invoice_Comments,TEXT,127,,,1,9,0
monitored_databases,database_name,TEXT,128,,,0,1,1
plan_dbid,plan_handle,TEXT,255,,,0,1,113
plan_dbid,dbid,NUMBER,,38,0,0,2,113
plans,plan_id,NUMBER,,38,0,0,1,260
plans,plan_MD5,TEXT,255,,,0,2,260
plans,plan_handle,TEXT,255,,,1,3,260
plans,plan_firstfound,TIMESTAMP_NTZ,,,,1,4,260
plans,plan_database,TEXT,150,,,1,5,260
plans,plan_refcounts,NUMBER,,38,0,1,6,260
plans,plan_usecounts,NUMBER,,38,0,1,7,260
plans,plan_sizeinbytes,NUMBER,,38,0,1,8,260
plans,plan_type,TEXT,50,,,1,9,260
plans,plan_objecttype,TEXT,20,,,1,10,260
plans,plan_executionplan,TEXT,255,,,1,11,260
plans,plan_optimization,TEXT,10,,,1,12,260
plans,xml_processed,NUMBER,,38,0,1,13,260
queries,query_id,NUMBER,,38,0,0,1,2116
queries,plan_id,NUMBER,,38,0,0,2,2116
queries,query_hash,TEXT,255,,,1,3,2116
queries,query_plan_MD5,TEXT,255,,,1,4,2116
queries,query_statement_text,TEXT,16777216,,,1,5,2116
queries,query_statement_start_offset,NUMBER,,38,0,1,6,2116
queries,query_statement_end_offset,NUMBER,,38,0,1,7,2116
queries,query_creation_time,TIMESTAMP_NTZ,,,,1,8,2116
query_runtime_stats,query_id,NUMBER,,38,0,0,1,2116
query_runtime_stats,interval_id,NUMBER,,38,0,0,2,2116
query_runtime_stats,creation_time,TIMESTAMP_NTZ,,,,0,3,2116
query_runtime_stats,last_execution_time,TIMESTAMP_NTZ,,,,0,4,2116
query_runtime_stats,execution_count,TEXT,255,,,0,5,2116
query_runtime_stats,total_elapsed_time,TEXT,255,,,0,6,2116
query_runtime_stats,last_elapsed_time,TEXT,255,,,0,7,2116
query_runtime_stats,min_elapsed_time,TEXT,255,,,0,8,2116
query_runtime_stats,max_elapsed_time,TEXT,255,,,0,9,2116
query_runtime_stats,avg_elapsed_time,TEXT,255,,,0,10,2116
query_runtime_stats,total_rows,TEXT,255,,,0,11,2116
query_runtime_stats,last_rows,TEXT,255,,,0,12,2116
query_runtime_stats,min_rows,TEXT,255,,,0,13,2116
query_runtime_stats,max_rows,TEXT,255,,,0,14,2116
query_runtime_stats,avg_rows,TEXT,255,,,0,15,2116
query_runtime_stats,total_worker_time,TEXT,255,,,0,16,2116
query_runtime_stats,last_worker_time,TEXT,255,,,0,17,2116
query_runtime_stats,min_worker_time,TEXT,255,,,0,18,2116
query_runtime_stats,max_worker_time,TEXT,255,,,0,19,2116
query_runtime_stats,avg_worker_time,TEXT,255,,,0,20,2116
query_runtime_stats,total_physical_reads,TEXT,255,,,0,21,2116
query_runtime_stats,last_physical_reads,TEXT,255,,,0,22,2116
query_runtime_stats,min_physical_reads,TEXT,255,,,0,23,2116
query_runtime_stats,max_physical_reads,TEXT,255,,,0,24,2116
query_runtime_stats,avg_physical_reads,TEXT,255,,,0,25,2116
query_runtime_stats,total_logical_reads,TEXT,255,,,0,26,2116
query_runtime_stats,last_logical_reads,TEXT,255,,,0,27,2116
query_runtime_stats,min_logical_reads,TEXT,255,,,0,28,2116
query_runtime_stats,max_logical_reads,TEXT,255,,,0,29,2116
query_runtime_stats,avg_logical_reads,TEXT,255,,,0,30,2116
query_runtime_stats,total_logical_writes,TEXT,255,,,0,31,2116
query_runtime_stats,last_logical_writes,TEXT,255,,,0,32,2116
query_runtime_stats,min_logical_writes,TEXT,255,,,0,33,2116
query_runtime_stats,max_logical_writes,TEXT,255,,,0,34,2116
query_runtime_stats,avg_logical_writes,TEXT,255,,,0,35,2116
refreshCharts,ChartId,TEXT,255,,,0,1,0
stg_chartpageupd,Chart ID,FLOAT,,,,1,1,0
stg_chartpageupd,ClientKey,TEXT,127,,,1,2,0
stg_chartpageupd,ProjectKey,TEXT,127,,,1,3,0
stg_chartpageupd,Queue,TEXT,127,,,1,4,0
stg_chartpageupd,ClientReference,TEXT,127,,,1,5,0
stg_chartpageupd,File Name,TEXT,127,,,1,6,0
stg_chartpageupd,NoOfPages,FLOAT,,,,1,7,0
stg_chartpageupd,Specialty,TEXT,127,,,1,8,0
sysdiagrams,name,TEXT,64,,,0,1,0
sysdiagrams,principal_id,NUMBER,,38,0,0,2,0
sysdiagrams,diagram_id,NUMBER,,38,0,0,3,0
sysdiagrams,version,NUMBER,,38,0,1,4,0
sysdiagrams,definition,TEXT,255,,,1,5,0
tbllog,Id,NUMBER,,38,0,0,1,0
tbllog,GudId,TEXT,300,,,1,2,0
tbllog,LogDate,TIMESTAMP_NTZ,,,,1,3,0
tbllog,LogDateEnd,TIMESTAMP_NTZ,,,,1,4,0
tempData,ProjectKey,TEXT,20,,,1,1,0
tempData,Project,TEXT,255,,,1,2,0
tempData,Client,TEXT,255,,,1,3,0
tempData,ClientKey,TEXT,20,,,1,4,0
tempData,NoOfPages,NUMBER,,38,0,1,5,0
tempData,Billing_Type,TEXT,250,,,1,6,0
tempData,Price_Per_Chart,NUMBER,,9,2,1,7,0
tempData,Invoice,TEXT,50,,,1,8,0
tempData,Invoice_Date,TEXT,255,,,1,9,0
tempData,Invoice_Comments,TEXT,250,,,1,10,0
tempData,OverallStatus,TEXT,512,,,1,11,0
tempData,L1StartDate,TIMESTAMP_NTZ,,,,1,12,0
tempData,L2StartDate,TIMESTAMP_NTZ,,,,1,13,0
tempData,L3StartDate,TIMESTAMP_NTZ,,,,1,14,0
tempData,L1EndDate,TIMESTAMP_NTZ,,,,1,15,0
tempData,L2EndDate,TIMESTAMP_NTZ,,,,1,16,0
tempData,L3EndDate,TIMESTAMP_NTZ,,,,1,17,0
tempData,L1TimeTaken,NUMBER,,38,0,1,18,0
tempData,L2TimeTaken,NUMBER,,38,0,1,19,0
tempData,L3TimeTaken,NUMBER,,38,0,1,20,0
tempData,L1Employeename,TEXT,511,,,1,21,0
tempData,L2Employeename,TEXT,511,,,1,22,0
tempData,L3Employeename,TEXT,511,,,1,23,0
tempData,L1EMPId,TEXT,128,,,1,24,0
tempData,L2EMPId,TEXT,128,,,1,25,0
tempData,L3EMPId,TEXT,128,,,1,26,0
tempResultRefresh,ChartId,TEXT,255,,,0,1,0
tempResultRefresh,ClientKey,TEXT,20,,,1,2,0
tempResultRefresh,Client,TEXT,255,,,1,3,0
tempResultRefresh,ProjectKey,TEXT,20,,,1,4,0
tempResultRefresh,Project,TEXT,255,,,1,5,0
tempResultRefresh,ClientMarket,TEXT,512,,,1,6,0
tempResultRefresh,ClientReference,TEXT,40,,,1,7,0
tempResultRefresh,Filename,TEXT,512,,,0,8,0
tempResultRefresh,UploadedDate,TIMESTAMP_NTZ,,,,0,9,0
tempResultRefresh,ReceivedDate,TIMESTAMP_NTZ,,,,0,10,0
tempResultRefresh,OverallStatus,TEXT,512,,,1,11,0
tempResultRefresh,NoOfEncounters,NUMBER,,38,0,1,12,0
tempResultRefresh,L1StartDate,TIMESTAMP_NTZ,,,,1,13,0
tempResultRefresh,L1EndDate,TIMESTAMP_NTZ,,,,1,14,0
tempResultRefresh,L1TimeTaken,NUMBER,,38,0,1,15,0
tempResultRefresh,L1FirstName,TEXT,255,,,1,16,0
tempResultRefresh,L1LastName,TEXT,255,,,1,17,0
tempResultRefresh,L1UserName,TEXT,128,,,1,18,0
tempResultRefresh,L1StatusComment,TEXT,16777216,,,1,19,0
tempResultRefresh,L1NumberOfDxCodes,NUMBER,,38,0,1,20,0
tempResultRefresh,L2StartDate,TIMESTAMP_NTZ,,,,1,21,0
tempResultRefresh,L2EndDate,TIMESTAMP_NTZ,,,,1,22,0
tempResultRefresh,L2TimeTaken,NUMBER,,38,0,1,23,0
tempResultRefresh,L2FirstName,TEXT,255,,,1,24,0
tempResultRefresh,L2LastName,TEXT,255,,,1,25,0
tempResultRefresh,L2UserName,TEXT,128,,,1,26,0
tempResultRefresh,L2StatusComment,TEXT,16777216,,,1,27,0
tempResultRefresh,L2NumberOfDxCodes,NUMBER,,38,0,1,28,0
tempResultRefresh,L3StartDate,TIMESTAMP_NTZ,,,,1,29,0
tempResultRefresh,L3EndDate,TIMESTAMP_NTZ,,,,1,30,0
tempResultRefresh,L3TimeTaken,NUMBER,,38,0,1,31,0
tempResultRefresh,L3FirstName,TEXT,255,,,1,32,0
tempResultRefresh,L3LastName,TEXT,255,,,1,33,0
tempResultRefresh,L3UserName,TEXT,128,,,1,34,0
tempResultRefresh,L3StatusComment,TEXT,16777216,,,1,35,0
tempResultRefresh,L3NumberOfDxCodes,NUMBER,,38,0,1,36,0
tempResultRefresh,AuditCount,NUMBER,,38,0,1,37,0
tempResultRefresh,L1CompletionDate,TIMESTAMP_NTZ,,,,1,38,0
tempResultRefresh,L1InvalidDate,TIMESTAMP_NTZ,,,,1,39,0
tempResultRefresh,L1HoldDate,TIMESTAMP_NTZ,,,,1,40,0
tempResultRefresh,L2CompletionDate,TIMESTAMP_NTZ,,,,1,41,0
tempResultRefresh,L2InvalidDate,TIMESTAMP_NTZ,,,,1,42,0
tempResultRefresh,L2HoldDate,TIMESTAMP_NTZ,,,,1,43,0
tempResultRefresh,L3CompletionDate,TIMESTAMP_NTZ,,,,1,44,0
tempResultRefresh,L3InvalidDate,TIMESTAMP_NTZ,,,,1,45,0
tempResultRefresh,L3HoldDate,TIMESTAMP_NTZ,,,,1,46,0
tempResultRefresh,L1ProductionTimeCount,NUMBER,,38,0,1,47,0
tempResultRefresh,L2ProductionTimeCount,NUMBER,,38,0,1,48,0
tempResultRefresh,L3ProductionTimeCount,NUMBER,,38,0,1,49,0
temp_chartID,id,TEXT,255,,,1,1,0
tmpResult,ChartId,TEXT,255,,,0,1,0
tmpResult,ClientKey,TEXT,20,,,1,2,0
tmpResult,ProjectKey,TEXT,20,,,1,3,0
tmpResult,OverallStatus,TEXT,512,,,1,4,0
tmpResult,L1CompletionDate,TIMESTAMP_NTZ,,,,1,5,0
vw_Fin_CostingExport_Jul_Aug,ProjectKey,TEXT,20,,,1,1,0
vw_Fin_CostingExport_Jul_Aug,Project,TEXT,255,,,1,2,0
vw_Fin_CostingExport_Jul_Aug,Client,TEXT,255,,,1,3,0
vw_Fin_CostingExport_Jul_Aug,ClientKey,TEXT,20,,,1,4,0
vw_Fin_CostingExport_Jul_Aug,NoOfPages,NUMBER,,38,0,1,5,0
vw_Fin_CostingExport_Jul_Aug,Billing_Type,TEXT,250,,,1,6,0
vw_Fin_CostingExport_Jul_Aug,Price_Per_Chart,NUMBER,,9,2,1,7,0
vw_Fin_CostingExport_Jul_Aug,FileName,TEXT,512,,,0,8,0
vw_Fin_CostingExport_Jul_Aug,Invoice,TEXT,50,,,1,9,0
vw_Fin_CostingExport_Jul_Aug,Invoice_Date,TEXT,255,,,1,10,0
vw_Fin_CostingExport_Jul_Aug,Invoice_Comments,TEXT,250,,,1,11,0
vw_Fin_CostingExport_Jul_Aug,OverallStatus,TEXT,512,,,1,12,0
vw_Fin_CostingExport_Jul_Aug,MMYY,TEXT,4,,,1,13,0
vw_Fin_CostingExport_Jul_Aug,L1StartDate,TIMESTAMP_NTZ,,,,1,14,0
vw_Fin_CostingExport_Jul_Aug,L2StartDate,TIMESTAMP_NTZ,,,,1,15,0
vw_Fin_CostingExport_Jul_Aug,L3StartDate,TIMESTAMP_NTZ,,,,1,16,0
vw_Fin_CostingExport_Jul_Aug,L1EndDate,TIMESTAMP_NTZ,,,,1,17,0
vw_Fin_CostingExport_Jul_Aug,L2EndDate,TIMESTAMP_NTZ,,,,1,18,0
vw_Fin_CostingExport_Jul_Aug,L3EndDate,TIMESTAMP_NTZ,,,,1,19,0
vw_Fin_CostingExport_Jul_Aug,L1TimeTaken,NUMBER,,38,0,1,20,0
vw_Fin_CostingExport_Jul_Aug,L2TimeTaken,NUMBER,,38,0,1,21,0
vw_Fin_CostingExport_Jul_Aug,L3TimeTaken,NUMBER,,38,0,1,22,0
vw_Fin_CostingExport_Jul_Aug,L1Employeename,TEXT,511,,,1,23,0
vw_Fin_CostingExport_Jul_Aug,L2Employeename,TEXT,511,,,1,24,0
vw_Fin_CostingExport_Jul_Aug,L3Employeename,TEXT,511,,,1,25,0
vw_Fin_CostingExport_Jul_Aug,L1EMPId,TEXT,128,,,1,26,0
vw_Fin_CostingExport_Jul_Aug,L2EMPId,TEXT,128,,,1,27,0
vw_Fin_CostingExport_Jul_Aug,L3EMPId,TEXT,128,,,1,28,0
wait_stats,interval_id,NUMBER,,38,0,0,1,98
wait_stats,wait_type,TEXT,60,,,0,2,98
wait_stats,waiting_tasks_count,TEXT,255,,,0,3,98
wait_stats,wait_time_ms,TEXT,255,,,0,4,98
wait_stats,max_wait_time_ms,TEXT,255,,,0,5,98
wait_stats,signal_wait_time_ms,TEXT,255,,,0,6,98
wait_type_filter,wait_type,TEXT,60,,,0,1,67
wait_type_filter,oqs_default,BOOLEAN,,,,0,2,67
